Title,Year,Issue,ArticleURL,Abstract,Author_Name,Author_University
Finding a Needle in the Haystack: Recommending Online Communities on Social Media Platforms Using Network and Design Science,2021,Issue 5,https://aisel.aisnet.org/jais/vol22/iss5/7,No Abstract,Sudha Ram,University of Arizona
Too Engaged to Contribute? An Exploration of Antecedents and Dual Consequences of Newcomer Engagement in Online Social Groups,2021,Issue 5,https://aisel.aisnet.org/jais/vol22/iss5/6,No Abstract,Hsien-Tung Tsai,National Taipei University
Too Engaged to Contribute? An Exploration of Antecedents and Dual Consequences of Newcomer Engagement in Online Social Groups,2021,Issue 5,https://aisel.aisnet.org/jais/vol22/iss5/6,No Abstract,Peiyu Pai,National Chengchi University
The Mechanics of Enterprise Architecture Principles,2021,Issue 5,https://aisel.aisnet.org/jais/vol22/iss5/5,No Abstract,Kazem Haki,University of St. Gallen / Geneva School of Business Administration
The Mechanics of Enterprise Architecture Principles,2021,Issue 5,https://aisel.aisnet.org/jais/vol22/iss5/5,No Abstract,Christine Legner,University of Lausanne
Improving the Design of Information Security Messages by Leveraging the Effects of Temporal Distance and Argument Nature,2021,Issue 5,https://aisel.aisnet.org/jais/vol22/iss5/4,No Abstract,Sebastian Schuetz,Florida International University
Improving the Design of Information Security Messages by Leveraging the Effects of Temporal Distance and Argument Nature,2021,Issue 5,https://aisel.aisnet.org/jais/vol22/iss5/4,No Abstract,Paul Benjamin Lowry,Virginia Tech University
Improving the Design of Information Security Messages by Leveraging the Effects of Temporal Distance and Argument Nature,2021,Issue 5,https://aisel.aisnet.org/jais/vol22/iss5/4,No Abstract,Daniel Pienta,Baylor University
Improving the Design of Information Security Messages by Leveraging the Effects of Temporal Distance and Argument Nature,2021,Issue 5,https://aisel.aisnet.org/jais/vol22/iss5/4,No Abstract,Jason Bennett Thatcher,Temple University
"Thinking Technology as Human: Affordances, Technology Features, and Egocentric Biases in Technology Anthropomorphism",2021,Issue 5,https://aisel.aisnet.org/jais/vol22/iss5/3,No Abstract,Jianqing (Frank) Zheng,University of Texas at Austin
"Thinking Technology as Human: Affordances, Technology Features, and Egocentric Biases in Technology Anthropomorphism",2021,Issue 5,https://aisel.aisnet.org/jais/vol22/iss5/3,No Abstract,Sirkka Jarvenpaa,University of Texas at Austin
When are Social Network Sites Connections with Coworkers Beneficial? The Roles of Age Difference and Preferences for Segmentation between Work and Life,2021,Issue 5,https://aisel.aisnet.org/jais/vol22/iss5/2,No Abstract,Ariane Ollier-Malaterre,Université du Québec A Montréal
When are Social Network Sites Connections with Coworkers Beneficial? The Roles of Age Difference and Preferences for Segmentation between Work and Life,2021,Issue 5,https://aisel.aisnet.org/jais/vol22/iss5/2,No Abstract,Annie Foucreault,Université du Québec A Montréal
Impact of Social Media on the Firm’s Knowledge Exploration and Knowledge Exploitation: The Role of Business Analytics Talent,2021,Issue 5,https://aisel.aisnet.org/jais/vol22/iss5/1,No Abstract,Ana Castillo,University of Granada
Impact of Social Media on the Firm’s Knowledge Exploration and Knowledge Exploitation: The Role of Business Analytics Talent,2021,Issue 5,https://aisel.aisnet.org/jais/vol22/iss5/1,No Abstract,Jose Benitez,EDHEC Business School
Impact of Social Media on the Firm’s Knowledge Exploration and Knowledge Exploitation: The Role of Business Analytics Talent,2021,Issue 5,https://aisel.aisnet.org/jais/vol22/iss5/1,No Abstract,Javier Llorens,University of Granada
Impact of Social Media on the Firm’s Knowledge Exploration and Knowledge Exploitation: The Role of Business Analytics Talent,2021,Issue 5,https://aisel.aisnet.org/jais/vol22/iss5/1,No Abstract,Jessica Braojos,Ramon Llull University / University of Granada
Bridging Art and Science: Phenomenon-Driven Theorizing,2021,Issue 6,https://aisel.aisnet.org/jais/vol22/iss6/10,No Abstract,Robert Wayne Gregory,University of Miami
Bridging Art and Science: Phenomenon-Driven Theorizing,2021,Issue 6,https://aisel.aisnet.org/jais/vol22/iss6/10,No Abstract,Ola Henfridsson,University of Miami
The Building Blocks of Software Platforms: Understanding the Past to Forge the Future,2021,Issue 6,https://aisel.aisnet.org/jais/vol22/iss6/9,No Abstract,He Li,Clemson University
The Building Blocks of Software Platforms: Understanding the Past to Forge the Future,2021,Issue 6,https://aisel.aisnet.org/jais/vol22/iss6/9,No Abstract,William J. Kettinger,Clemson University
A Representation Theory Perspective on the Repurposing of Personal Technologies for Work-Related Tasks,2021,Issue 6,https://aisel.aisnet.org/jais/vol22/iss6/8,No Abstract,James Burleson,California Polytechnic State University
A Representation Theory Perspective on the Repurposing of Personal Technologies for Work-Related Tasks,2021,Issue 6,https://aisel.aisnet.org/jais/vol22/iss6/8,No Abstract,Varun Grover,University of Arkansas
A Representation Theory Perspective on the Repurposing of Personal Technologies for Work-Related Tasks,2021,Issue 6,https://aisel.aisnet.org/jais/vol22/iss6/8,No Abstract,Jason B. Thatcher,Temple University
A Representation Theory Perspective on the Repurposing of Personal Technologies for Work-Related Tasks,2021,Issue 6,https://aisel.aisnet.org/jais/vol22/iss6/8,No Abstract,Heshan Sun,University of Oklahoma
Challenge and Hindrance IS Use Stressors and Appraisals: Explaining Contrarian Associations in Post-Acceptance IS Use Behavior,2021,Issue 6,https://aisel.aisnet.org/jais/vol22/iss6/7,No Abstract,Christian Maier,University of Bamberg
Challenge and Hindrance IS Use Stressors and Appraisals: Explaining Contrarian Associations in Post-Acceptance IS Use Behavior,2021,Issue 6,https://aisel.aisnet.org/jais/vol22/iss6/7,No Abstract,Sven Laumer,Friedrich-Alexander Universität Erlangen-Nürnberg
Challenge and Hindrance IS Use Stressors and Appraisals: Explaining Contrarian Associations in Post-Acceptance IS Use Behavior,2021,Issue 6,https://aisel.aisnet.org/jais/vol22/iss6/7,No Abstract,Monideepa Tarafdar,University of Massachusetts Amherst
Challenge and Hindrance IS Use Stressors and Appraisals: Explaining Contrarian Associations in Post-Acceptance IS Use Behavior,2021,Issue 6,https://aisel.aisnet.org/jais/vol22/iss6/7,No Abstract,Jens Mattke,University of Bamberg
Challenge and Hindrance IS Use Stressors and Appraisals: Explaining Contrarian Associations in Post-Acceptance IS Use Behavior,2021,Issue 6,https://aisel.aisnet.org/jais/vol22/iss6/7,No Abstract,Lea Reis,University of Bamberg
Challenge and Hindrance IS Use Stressors and Appraisals: Explaining Contrarian Associations in Post-Acceptance IS Use Behavior,2021,Issue 6,https://aisel.aisnet.org/jais/vol22/iss6/7,No Abstract,Tim Weitzel,University of Bamberg
Mining Online Social Networks: Deriving User Preferences through Node Embedding,2021,Issue 6,https://aisel.aisnet.org/jais/vol22/iss6/6,No Abstract,Mahyar Sharif Vaghefi,University of Texas at Arlington
Mining Online Social Networks: Deriving User Preferences through Node Embedding,2021,Issue 6,https://aisel.aisnet.org/jais/vol22/iss6/6,No Abstract,Derek L. Nazareth,University of Wisconsin - Milwaukee
A Strategic Group Analysis of Competitor Behavior in Search Advertising,2021,Issue 6,https://aisel.aisnet.org/jais/vol22/iss6/5,No Abstract,Cheng Nie,Iowa State University
A Strategic Group Analysis of Competitor Behavior in Search Advertising,2021,Issue 6,https://aisel.aisnet.org/jais/vol22/iss6/5,No Abstract,Zhiqiang (Eric) Zheng,University of Texas at Dallas
A Strategic Group Analysis of Competitor Behavior in Search Advertising,2021,Issue 6,https://aisel.aisnet.org/jais/vol22/iss6/5,No Abstract,Sumit Sarkar,University of Texas at Dallas
Reach Out and Touch: Eliciting the Sense of Touch Through Gesture-Based Interaction,2021,Issue 6,https://aisel.aisnet.org/jais/vol22/iss6/4,No Abstract,Yang (Alison) Liu,Xi’an Jiaotong University
Reach Out and Touch: Eliciting the Sense of Touch Through Gesture-Based Interaction,2021,Issue 6,https://aisel.aisnet.org/jais/vol22/iss6/4,No Abstract,Yi Shen,Soochow University
Reach Out and Touch: Eliciting the Sense of Touch Through Gesture-Based Interaction,2021,Issue 6,https://aisel.aisnet.org/jais/vol22/iss6/4,No Abstract,Cheng Luo,Tianjin University
Reach Out and Touch: Eliciting the Sense of Touch Through Gesture-Based Interaction,2021,Issue 6,https://aisel.aisnet.org/jais/vol22/iss6/4,No Abstract,Hock Chuan Chan,National University of Singapore
Acting with Inherently Uncertain Data: Practices of Data-Centric Knowing,2021,Issue 6,https://aisel.aisnet.org/jais/vol22/iss6/3,No Abstract,Marius Mikalsen,Norwegian University of Science and Technology / SINTEF
Acting with Inherently Uncertain Data: Practices of Data-Centric Knowing,2021,Issue 6,https://aisel.aisnet.org/jais/vol22/iss6/3,No Abstract,Eric Monteiro,Norwegian University of Science and Technology
Research Perspectives: From Other Worlds: Speculative Engagement Through Digital Geographies,2021,Issue 6,https://aisel.aisnet.org/jais/vol22/iss6/2,No Abstract,Dirk Hovorka,University of Sydney
Research Perspectives: From Other Worlds: Speculative Engagement Through Digital Geographies,2021,Issue 6,https://aisel.aisnet.org/jais/vol22/iss6/2,No Abstract,Sandra Peter,University of Sydney
"Research Perspectives: The Quest for Innovation in Information Systems Research: Recognizing, Stimulating, and Promoting Novel and Useful Knowledge",2021,Issue 6,https://aisel.aisnet.org/jais/vol22/iss6/1,No Abstract,Varun Grover,University of Arkansas
"Research Perspectives: The Quest for Innovation in Information Systems Research: Recognizing, Stimulating, and Promoting Novel and Useful Knowledge",2021,Issue 6,https://aisel.aisnet.org/jais/vol22/iss6/1,No Abstract,Fred Niederman,St. Louis University
What's in a Contribution?,2020,Issue 1,https://aisel.aisnet.org/jais/vol21/iss1/2,No Abstract,Dorothy E. Leidner,Baylor University
Advancing Qualitative IS Research Methodologies: Expanding Horizons and Seeking New Paths,2020,Issue 1,https://aisel.aisnet.org/jais/vol21/iss1/1,No Abstract,Dubravka Cecez-Kecmanovic,University of New South Wales
Advancing Qualitative IS Research Methodologies: Expanding Horizons and Seeking New Paths,2020,Issue 1,https://aisel.aisnet.org/jais/vol21/iss1/1,No Abstract,Robert M. Davison,City University of Hong Kong
Advancing Qualitative IS Research Methodologies: Expanding Horizons and Seeking New Paths,2020,Issue 1,https://aisel.aisnet.org/jais/vol21/iss1/1,No Abstract,Walter Fernandez,University of New South Wales
Advancing Qualitative IS Research Methodologies: Expanding Horizons and Seeking New Paths,2020,Issue 1,https://aisel.aisnet.org/jais/vol21/iss1/1,No Abstract,Patrick Finnegan,University of New South Wales
Advancing Qualitative IS Research Methodologies: Expanding Horizons and Seeking New Paths,2020,Issue 1,https://aisel.aisnet.org/jais/vol21/iss1/1,No Abstract,Shan L. Pan,University of New South Wales
Advancing Qualitative IS Research Methodologies: Expanding Horizons and Seeking New Paths,2020,Issue 1,https://aisel.aisnet.org/jais/vol21/iss1/1,No Abstract,Suprateek Sarker,University of Virginia
"Building an Apparatus: Refractive, Reflective, and Diffractive Readings of Trace Data",2020,Issue 1,https://aisel.aisnet.org/jais/vol21/iss1/10,No Abstract,Carsten Østerlund,Syracuse University
"Building an Apparatus: Refractive, Reflective, and Diffractive Readings of Trace Data",2020,Issue 1,https://aisel.aisnet.org/jais/vol21/iss1/10,No Abstract,Kevin Crowston,Syracuse University
"Building an Apparatus: Refractive, Reflective, and Diffractive Readings of Trace Data",2020,Issue 1,https://aisel.aisnet.org/jais/vol21/iss1/10,No Abstract,Corey Jackson,"University of California, Berkeley"
Pluralist Theory Building: A Methodology for Generalizing from Data to Theory,2020,Issue 1,https://aisel.aisnet.org/jais/vol21/iss1/9,No Abstract,Sune Dueholm Müller,Aarhus University
Pluralist Theory Building: A Methodology for Generalizing from Data to Theory,2020,Issue 1,https://aisel.aisnet.org/jais/vol21/iss1/9,No Abstract,Lars Mathiassen,Georgia State University
Pluralist Theory Building: A Methodology for Generalizing from Data to Theory,2020,Issue 1,https://aisel.aisnet.org/jais/vol21/iss1/9,No Abstract,Carol Saunders,University of South Florida
Recent Advances and Opportunities for Improving Critical Realism-Based Case Study Research in IS,2020,Issue 1,https://aisel.aisnet.org/jais/vol21/iss1/8,No Abstract,Donald E. Wynn Jr.,University of Dayton
Recent Advances and Opportunities for Improving Critical Realism-Based Case Study Research in IS,2020,Issue 1,https://aisel.aisnet.org/jais/vol21/iss1/8,No Abstract,Clay K. Williams,Southern Illinois University Edwardsville
Developing Theory Through Integrating Human and Machine Pattern Recognition,2020,Issue 1,https://aisel.aisnet.org/jais/vol21/iss1/7,No Abstract,Aron Lindberg,Stevens Institute of Technology
A Framework for Validating Information Systems Research Based on a Pluralist Account of Truth and Correctness,2020,Issue 1,https://aisel.aisnet.org/jais/vol21/iss1/6,No Abstract,John Mingers,University of Kent
A Framework for Validating Information Systems Research Based on a Pluralist Account of Truth and Correctness,2020,Issue 1,https://aisel.aisnet.org/jais/vol21/iss1/6,No Abstract,Craig Standing,Edith Cowan University
The Mediating Role of Psychological Empowerment in Information Security Compliance Intentions,2020,Issue 1,https://aisel.aisnet.org/jais/vol21/iss1/5,No Abstract,Gurpreet Dhillon,University of North Carolina Greensboro
The Mediating Role of Psychological Empowerment in Information Security Compliance Intentions,2020,Issue 1,https://aisel.aisnet.org/jais/vol21/iss1/5,No Abstract,Yurita Yakimini Abdul Talib,Universiti Utara Malaysia
The Mediating Role of Psychological Empowerment in Information Security Compliance Intentions,2020,Issue 1,https://aisel.aisnet.org/jais/vol21/iss1/5,No Abstract,Winnie Ng Picoto,University of Lisbon
Why We Cannot Resist Our Smartphones: Investigating Compulsive Use of Mobile SNS from a Stimulus-Response-Reinforcement Perspective,2020,Issue 1,https://aisel.aisnet.org/jais/vol21/iss1/4,No Abstract,Chuang Wang,South China University of Technology
Why We Cannot Resist Our Smartphones: Investigating Compulsive Use of Mobile SNS from a Stimulus-Response-Reinforcement Perspective,2020,Issue 1,https://aisel.aisnet.org/jais/vol21/iss1/4,No Abstract,Matthew K.O. Lee,City University of Hong Kong
The Role of Basic Human Values in Knowledge Sharing: How Values Shape the Postadoptive Use of Electronic Knowledge Repositories,2020,Issue 1,https://aisel.aisnet.org/jais/vol21/iss1/3,No Abstract,Stefan Tams,HEC Montréal
